年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
110年06月,悠遊卡股份有限公司,1157852,103344,7775,帳戶間款項移轉,160311,121676,37870,159546
110年06月,愛金卡股份有限公司,623980,164787,9830,帳戶間款項移轉,126769,57905,30970,88875
110年06月,橘子支行動支付股份有限公司,363442,1069843,363,帳戶間款項移轉,11052,14538,281605,296143
110年06月,歐付寶電子支付股份有限公司,965209,190181,14125,帳戶間款項移轉,6493,8009,390177,398186
110年06月,永豐商業銀行,430285,13637,0,帳戶間款項移轉,0,0,1520,1520
110年06月,玉山商業銀行,1367082,1274339,0,帳戶間款項移轉,26048,84988,648672,733660
110年06月,第一商業銀行,1488,2810,0,帳戶間款項移轉,0,0,167,167
110年06月,簡單行動支付股份有限公司,53613,1786,52,帳戶間款項移轉,198,821,795,1616
110年06月,臺灣中小企業銀行,1944,3446,0,帳戶間款項移轉,0,0,0,0
110年06月,臺灣土地銀行,3540,5204,0,帳戶間款項移轉,0,0,0,0
110年06月,臺灣新光商業銀行,464,3040,0,帳戶間款項移轉,0,0,332,332
110年06月,臺灣銀行,4315,6648,0,帳戶間款項移轉,0,0,0,0
110年06月,華南商業銀行,1370,1015,0,帳戶間款項移轉,0,0,190,190
110年06月,街口電子支付股份有限公司,4642852,2483580,2097307,帳戶間款項移轉,5002322,384264,1156800,1541065
110年06月,遠東國際商業銀行,38,1131,0,帳戶間款項移轉,0,0,0,0
110年06月,陽信商業銀行,6527,941,0,帳戶間款項移轉,0,0,0,0
110年07月,一卡通票證股份有限公司,3932064,1979547,3371136,國內外小額匯兌,8275354,988046,1648127,2636173
110年07月,上海商業儲蓄銀行,1322,1142,0,國內外小額匯兌,0,0,0,0
110年07月,中國信託商業銀行,351816,22988,0,國內外小額匯兌,0,634,31541,32174
110年07月,中華郵政公司,22185,56505,0,國內外小額匯兌,0,0,0,0
110年07月,元大商業銀行,1620,5875,0,國內外小額匯兌,0,0,63,63
110年07月,兆豐國際商業銀行,1112,1795,0,國內外小額匯兌,0,0,9,9
110年07月,台北富邦商業銀行,1621,2283,0,國內外小額匯兌,0,0,219,219
110年07月,台新國際商業銀行,21748,11365,0,國內外小額匯兌,0,0,123,123
110年07月,合作金庫商業銀行,6981,13246,0,國內外小額匯兌,0,0,0,0
110年07月,國泰世華商業銀行,944,14726,0,國內外小額匯兌,0,0,0,0
110年07月,國際連股份有限公司,34932,0,1,國內外小額匯兌,9,578,369,948
110年07月,彰化商業銀行,7554,6367,0,國內外小額匯兌,0,0,259,259
110年07月,悠遊卡股份有限公司,1195777,118170,6847,國內外小額匯兌,184622,135323,51252,186575
110年07月,愛金卡股份有限公司,643827,286098,8158,國內外小額匯兌,135509,58363,28278,86641
110年07月,橘子支行動支付股份有限公司,380831,422521,680,國內外小額匯兌,26614,14269,95535,109804
110年07月,歐付寶電子支付股份有限公司,971307,234469,11203,國內外小額匯兌,5266,7953,412261,420213
110年07月,永豐商業銀行,430810,11303,0,國內外小額匯兌,0,0,1440,1440
110年07月,玉山商業銀行,1384352,1229322,0,國內外小額匯兌,23787,92117,346239,438356
110年07月,第一商業銀行,1489,1976,0,國內外小額匯兌,0,0,284,284
110年07月,簡單行動支付股份有限公司,54072,1328,1,國內外小額匯兌,100,830,726,1555
110年07月,臺灣中小企業銀行,2024,3024,0,國內外小額匯兌,0,0,0,0
110年07月,臺灣土地銀行,3659,4803,0,國內外小額匯兌,0,0,0,0
110年07月,臺灣新光商業銀行,468,3967,0,國內外小額匯兌,0,0,1303,1303
110年07月,臺灣銀行,4467,7467,0,國內外小額匯兌,0,0,0,0
110年07月,華南商業銀行,1359,1431,0,國內外小額匯兌,0,0,129,129
110年07月,街口電子支付股份有限公司,4740929,3082922,2121732,國內外小額匯兌,5109732,386711,1217098,1603809
110年07月,遠東國際商業銀行,38,644,0,國內外小額匯兌,0,0,0,0
110年07月,陽信商業銀行,6534,689,0,國內外小額匯兌,0,0,0,0
110年08月,一卡通票證股份有限公司,4059808,1939933,3571133,國內外小額匯兌,8501613,1014342,1801815,2816157
110年08月,上海商業儲蓄銀行,1357,1091,0,國內外小額匯兌,0,0,0,0
110年08月,中國信託商業銀行,351901,26306,0,國內外小額匯兌,0,634,31631,32265
110年08月,中華郵政公司,22714,56700,0,國內外小額匯兌,0,0,0,0
110年08月,元大商業銀行,1677,6051,0,國內外小額匯兌,0,0,194,194
110年08月,兆豐國際商業銀行,1112,1562,0,國內外小額匯兌,0,0,154,154
110年08月,台北富邦商業銀行,1622,817,0,國內外小額匯兌,0,0,26,26
110年08月,台新國際商業銀行,22004,11465,0,國內外小額匯兌,0,0,122,122
110年08月,合作金庫商業銀行,7120,12250,0,國內外小額匯兌,0,0,0,0
110年08月,國泰世華商業銀行,912,15166,0,國內外小額匯兌,0,0,0,0
110年08月,國際連股份有限公司,34947,1,0,國內外小額匯兌,2,574,368,942
110年08月,彰化商業銀行,7650,8599,0,國內外小額匯兌,0,0,259,259
110年08月,悠遊卡股份有限公司,1240929,103621,8271,國內外小額匯兌,199437,137136,47174,184310
110年08月,愛金卡股份有限公司,664826,312745,6295,國內外小額匯兌,119201,59368,40993,100361
110年08月,橘子支行動支付股份有限公司,390530,257044,750,國內外小額匯兌,22002,14034,52216,66250
110年08月,歐付寶電子支付股份有限公司,976264,213401,8317,國內外小額匯兌,5697,8181,407807,415988
110年08月,永豐商業銀行,431165,11456,0,國內外小額匯兌,0,0,1445,1445
110年08月,玉山商業銀行,1400489,1195020,0,國內外小額匯兌,24026,93580,342396,435976
110年08月,第一商業銀行,1489,2328,0,國內外小額匯兌,0,0,465,465
110年08月,簡單行動支付股份有限公司,54506,1475,2,國內外小額匯兌,170,824,822,1646
110年08月,臺灣中小企業銀行,2077,3285,0,國內外小額匯兌,0,0,0,0
110年08月,臺灣土地銀行,3763,4746,0,國內外小額匯兌,0,0,0,0
110年08月,臺灣新光商業銀行,470,2598,0,國內外小額匯兌,0,0,-48,-48
110年08月,臺灣銀行,4593,10130,0,國內外小額匯兌,0,0,0,0
110年08月,華南商業銀行,1362,928,0,國內外小額匯兌,0,0,426,426
110年08月,街口電子支付股份有限公司,4829865,2891875,2033171,國內外小額匯兌,5112038,386171,1177068,1563238
110年08月,遠東國際商業銀行,38,687,0,國內外小額匯兌,0,0,0,0
110年08月,陽信商業銀行,6539,834,0,國內外小額匯兌,0,0,0,0
110年09月,一卡通票證股份有限公司,4219356,1979547,3577274,國內外小額匯兌,8752713,1072601,1871713,2944315
110年09月,上海商業儲蓄銀行,1392,1022,0,國內外小額匯兌,0,0,0,0
110年09月,中國信託商業銀行,351875,25879,0,國內外小額匯兌,0,630,31460,32091
110年09月,中華郵政公司,23137,54425,0,國內外小額匯兌,0,0,0,0
110年09月,元大商業銀行,1730,4883,0,國內外小額匯兌,0,0,42,42
110年09月,兆豐國際商業銀行,1117,1269,0,國內外小額匯兌,0,0,0,0
110年09月,台北富邦商業銀行,1616,1157,0,國內外小額匯兌,0,0,118,118
110年09月,台新國際商業銀行,22355,12205,0,國內外小額匯兌,0,0,109,109
110年09月,合作金庫商業銀行,7250,11991,0,國內外小額匯兌,0,0,0,0
110年09月,國泰世華商業銀行,869,16645,0,國內外小額匯兌,0,0,0,0
110年09月,國際連股份有限公司,34969,0,1,國內外小額匯兌,1,573,369,941
110年09月,彰化商業銀行,7707,8525,0,國內外小額匯兌,0,0,593,593
110年09月,悠遊卡股份有限公司,1320919,200990,9995,國內外小額匯兌,238486,143327,85945,229271
110年09月,愛金卡股份有限公司,688012,441723,4794,國內外小額匯兌,102372,60584,99557,160141
110年09月,橘子支行動支付股份有限公司,395851,261233,585,國內外小額匯兌,14254,13662,51318,64980
110年09月,歐付寶電子支付股份有限公司,980459,199321,7268,國內外小額匯兌,4922,8068,413974,422042
110年09月,永豐商業銀行,431413,10667,0,國內外小額匯兌,0,0,1942,1942
110年09月,玉山商業銀行,1413395,1128781,0,國內外小額匯兌,21291,99258,123188,222446
110年09月,第一商業銀行,1491,4728,0,國內外小額匯兌,0,0,227,227
110年09月,簡單行動支付股份有限公司,54879,2030,116,國內外小額匯兌,306,851,1056,1907
110年09月,臺灣中小企業銀行,2116,3391,0,國內外小額匯兌,0,0,0,0
110年09月,臺灣土地銀行,3856,5198,0,國內外小額匯兌,0,0,0,0
110年09月,臺灣新光商業銀行,472,3498,0,國內外小額匯兌,0,0,171,171
110年09月,臺灣銀行,4697,7730,0,國內外小額匯兌,0,0,0,0
110年09月,華南商業銀行,1362,1034,0,國內外小額匯兌,0,0,51,51
110年09月,街口電子支付股份有限公司,5001186,2837788,1965684,國內外小額匯兌,5073288,392617,1213549,1606166
110年09月,遠東國際商業銀行,38,1072,0,國內外小額匯兌,0,0,0,0
110年09月,陽信商業銀行,6543,721,0,國內外小額匯兌,0,0,0,0
110年10月,一卡通票證股份有限公司,4345633,2454213,4123561,國內外小額匯兌,10053658,1299444,2189023,3488467
110年10月,上海商業儲蓄銀行,1417,1587,0,國內外小額匯兌,0,0,0,0
110年10月,中國信託商業銀行,351768,23152,0,國內外小額匯兌,0,630,31492,32123
110年10月,中華郵政公司,23598,58644,0,國內外小額匯兌,0,0,0,0
110年10月,元大商業銀行,1779,6638,0,國內外小額匯兌,0,0,140,140
110年10月,兆豐國際商業銀行,1118,1559,0,國內外小額匯兌,0,0,68,68
110年10月,台北富邦商業銀行,1616,1177,0,國內外小額匯兌,0,0,184,184
110年10月,台新國際商業銀行,22684,12160,0,國內外小額匯兌,0,0,339,339
110年10月,合作金庫商業銀行,7391,14786,0,國內外小額匯兌,0,0,0,0
110年10月,國泰世華商業銀行,797,15077,0,國內外小額匯兌,0,0,0,0
110年10月,國際連股份有限公司,35026,0,26,國內外小額匯兌,8,572,371,943
110年10月,彰化商業銀行,7820,8355,0,國內外小額匯兌,0,0,435,435
110年10月,悠遊卡股份有限公司,1378254,366424,17097,國內外小額匯兌,334987,178235,142556,320791
110年10月,愛金卡股份有限公司,718036,810383,5233,國內外小額匯兌,119450,62193,46294,108488
110年10月,橘子支行動支付股份有限公司,400921,233329,1487,國內外小額匯兌,15418,13291,55316,68607
110年10月,歐付寶電子支付股份有限公司,984236,193535,8031,國內外小額匯兌,6269,8918,394507,403425
110年10月,永豐商業銀行,431539,10588,0,國內外小額匯兌,0,0,1078,1078
110年10月,玉山商業銀行,1430002,1197663,0,國內外小額匯兌,25020,98306,145959,244264
110年10月,第一商業銀行,1492,2023,0,國內外小額匯兌,0,0,457,457
110年10月,簡單行動支付股份有限公司,55232,468,118,國內外小額匯兌,152,846,696,1543
110年10月,臺灣中小企業銀行,2149,4298,0,國內外小額匯兌,0,0,0,0
110年10月,臺灣土地銀行,3945,4907,0,國內外小額匯兌,0,0,0,0
110年10月,臺灣新光商業銀行,472,4036,0,國內外小額匯兌,0,0,450,450
110年10月,臺灣銀行,4783,6731,0,國內外小額匯兌,0,0,0,0
110年10月,華南商業銀行,1362,857,0,國內外小額匯兌,0,0,29,29
110年10月,街口電子支付股份有限公司,5010616,3127228,2149603,國內外小額匯兌,5471577,507624,1481489,1989112
110年10月,遠東國際商業銀行,38,1215,0,國內外小額匯兌,0,0,0,0
110年10月,陽信商業銀行,6549,710,0,國內外小額匯兌,0,0,0,0
110年11月,一卡通票證股份有限公司,4446368,2295984,4328248,國內外小額匯兌,10381717,1314797,2220780,3535577
110年11月,上海商業儲蓄銀行,1456,1799,0,國內外小額匯兌,0,0,0,0
110年11月,中國信託商業銀行,352020,31223,0,國內外小額匯兌,0,630,31278,31909
110年11月,中華郵政公司,24039,74092,0,國內外小額匯兌,0,0,0,0
110年11月,元大商業銀行,1833,6878,0,國內外小額匯兌,0,0,97,97
110年11月,兆豐國際商業銀行,1125,2425,0,國內外小額匯兌,0,0,15,15
110年11月,台北富邦商業銀行,1616,516,0,國內外小額匯兌,0,0,97,97
110年11月,台新國際商業銀行,22940,14945,0,國內外小額匯兌,0,0,271,271
110年11月,合作金庫商業銀行,7540,23704,0,國內外小額匯兌,0,0,0,0
110年11月,國泰世華商業銀行,1065,20949,0,國內外小額匯兌,0,0,0,0
110年11月,國際連股份有限公司,35071,0,42,國內外小額匯兌,4,554,373,927
110年11月,彰化商業銀行,7946,8734,0,國內外小額匯兌,0,0,281,281
110年11月,悠遊卡股份有限公司,1427480,556969,25024,國內外小額匯兌,337914,190507,129513,320020
110年11月,愛金卡股份有限公司,731640,242076,7428,國內外小額匯兌,101027,75424,41126,116550
110年11月,橘子支行動支付股份有限公司,406663,377522,2945,國內外小額匯兌,18423,13929,64275,78205
110年11月,歐付寶電子支付股份有限公司,987572,200527,8438,國內外小額匯兌,5778,9210,388224,397435
110年11月,永豐商業銀行,431618,10916,0,國內外小額匯兌,0,0,541,541
110年11月,玉山商業銀行,1449721,1435823,0,國內外小額匯兌,32220,104382,142819,247201
110年11月,第一商業銀行,1492,2144,0,國內外小額匯兌,0,0,386,386
110年11月,簡單行動支付股份有限公司,55548,916,118,國內外小額匯兌,158,844,948,1792
110年11月,臺灣中小企業銀行,2188,5116,0,國內外小額匯兌,0,0,0,0
110年11月,臺灣土地銀行,4040,6780,0,國內外小額匯兌,0,0,0,0
110年11月,臺灣新光商業銀行,474,2904,0,國內外小額匯兌,0,0,-13,-13
110年11月,臺灣銀行,4903,11166,0,國內外小額匯兌,0,0,0,0
110年11月,華南商業銀行,1356,1161,0,國內外小額匯兌,0,0,139,139
110年11月,街口電子支付股份有限公司,5117894,3736973,2492953,國內外小額匯兌,5982994,540483,1569702,2110185
110年11月,遠東國際商業銀行,38,941,0,國內外小額匯兌,0,0,0,0
110年11月,陽信商業銀行,6554,437,0,國內外小額匯兌,0,0,0,0
110年12月,一卡通票證股份有限公司,4556549,2103592,5173526,國內外小額匯兌,10792640,1288041,2352962,3641002
110年12月,上海商業儲蓄銀行,1475,2039,0,國內外小額匯兌,0,0,0,0
110年12月,中國信託商業銀行,351860,29991,0,國內外小額匯兌,0,629,31407,32036
110年12月,中華郵政公司,24318,70546,0,國內外小額匯兌,0,0,0,0
110年12月,元大商業銀行,1877,8442,0,國內外小額匯兌,0,0,412,412
110年12月,兆豐國際商業銀行,801,1193,0,國內外小額匯兌,0,0,37,37
110年12月,台北富邦商業銀行,1613,832,0,國內外小額匯兌,0,0,110,110
110年12月,台新國際商業銀行,23191,14257,0,國內外小額匯兌,0,0,751,751
110年12月,合作金庫商業銀行,7645,22334,0,國內外小額匯兌,0,0,0,0
110年12月,國泰世華商業銀行,904,17183,0,國內外小額匯兌,0,0,0,0
110年12月,國際連股份有限公司,35114,0,48,國內外小額匯兌,5,538,384,922
110年12月,彰化商業銀行,8033,8431,0,國內外小額匯兌,0,0,346,346
110年12月,悠遊卡股份有限公司,1470132,165569,24224,國內外小額匯兌,285783,190566,47873,238440
110年12月,愛金卡股份有限公司,748211,354049,12476,國內外小額匯兌,101124,76616,60038,136655
110年12月,橘子支行動支付股份有限公司,412160,231599,6432,國內外小額匯兌,18296,17828,50067,67895
110年12月,歐付寶電子支付股份有限公司,990745,193991,8553,國內外小額匯兌,6775,9425,376819,386244
110年12月,永豐商業銀行,434002,7603.116,0,國內外小額匯兌,0,0,285,285
110年12月,玉山商業銀行,1464773,1408333,0,國內外小額匯兌,29522,49112,212962,262075
110年12月,第一商業銀行,1494,1889,0,國內外小額匯兌,0,0,182,182
110年12月,簡單行動支付股份有限公司,55869,1045,375,國內外小額匯兌,68,826,1261,2087
110年12月,臺灣中小企業銀行,2216,5526,0,國內外小額匯兌,0,0,510,510
110年12月,臺灣土地銀行,4120,6126,0,國內外小額匯兌,0,0,0,0
110年12月,臺灣新光商業銀行,475,5277,0,國內外小額匯兌,0,0,212,212
110年12月,臺灣銀行,4969,9804,0,國內外小額匯兌,0,0,0,0
110年12月,華南商業銀行,1356,868,0,國內外小額匯兌,0,0,225,225
110年12月,街口電子支付股份有限公司,5202535,3078186,2693406,國內外小額匯兌,6397560,514789,1535720,2050509
110年12月,遠東國際商業銀行,38,1519,0,國內外小額匯兌,0,0,0,0
110年12月,陽信商業銀行,6557,685,0,國內外小額匯兌,0,0,0,0
111年01月,一卡通票證股份有限公司,4682595,1974058,6658393,國內外小額匯兌,13368873,1357553,2870399,4227952
111年01月,上海商業儲蓄銀行,1502,2581,0,國內外小額匯兌,0,0,0,0
111年01月,中國信託商業銀行,351766,26181,0,國內外小額匯兌,0,629,31627,32256
111年01月,中華郵政公司,24439,51175,0,國內外小額匯兌,0,0,0,0
111年01月,元大商業銀行,1906,6507,0,國內外小額匯兌,0,0,339,339
111年01月,兆豐國際商業銀行,801,1468,0,國內外小額匯兌,0,0,71,71
111年01月,台北富邦商業銀行,1614,426,0,國內外小額匯兌,0,0,45,45
111年01月,台新國際商業銀行,19326,11699,0,國內外小額匯兌,0,0,280,280
111年01月,合作金庫商業銀行,7739,15277,0,國內外小額匯兌,0,0,0,0
